'em	əm
boundaries	ˈbaʊndɹiːz
boundary	ˈbaʊndəɹiː
boundary	ˈbaʊndɹiː
bounded	ˈbaʊndəd
bounder	ˈbaʊndəɹ
bounding	ˈbaʊndɪŋ
boundless	ˈbaʊndləs
bounds	ˈbaʊndz
boundy	ˈbaʊndiː
bounties	ˈbaʊntiːz
bountiful	ˈbaʊntəfəl
bountiful	ˈbaʊnəfəl
bounty	ˈbaʊntiː
bouquet	buːˈkeɪ
bouquets	boʊˈkeɪz
bouquets	buːˈkeɪz
bour	ˈbaʊɹ
bourassa	bʊˈɹɑsə
bourbeau	bʊɹˈboʊ
bourbon	ˈbʌɹbən
bourbons	ˈbʌɹbənz
bourcier	ˈbaʊɹkiːəɹ
bourdeau	bʊɹˈdoʊ
bourg	ˈbɔɹg
bourgault	bʊɹˈgoʊ
bourgeois	bʊɹˈʒwɑ
bourgeois	ˈbʊɹʒwɑ
bourgeoisie	ˌbʊɹˌʒwɑˈziː
bourget	bʊɹˈʒɛt
bourgoin	bʊɹˈgɔɪn
bourguiba	bɔɹˈgwiːbə
bourguignon	ˌbʊɹgiːˈnjoʊn
bourke	ˈbʌɹk
bourland	bʊɹˈlænd
bourn	ˈbɔɹn
bourne	ˈbɔɹn
bournewood	ˈbɔɹˌnwʊd
bournias	ˈbɔɹniːəs
bournonville	ˈbɔɹnənˌvɪl
bourque	ˈbʊɹk
bourquin	bʊɹˈkwæn
bourret	bʊˈɹɛt
bourse	ˈbɔɹs
bourses	ˈbɔɹsəz
boursicot	ˈbuːɹsɪˌkɑt
boursicot	ˈbʌɹsɪkɑt
bouse	ˈbaʊs
bouska	ˈbuːskə
bousman	bəsˈmæn
bousquet	buːsˈkɛt
boussac	ˈbuːsæk
boustany	ˈbuːstəniː
bout	ˈbaʊt
boutell	buːˈtɛl
boutelle	ˌbuːˈtɛl
bouthillier	ˈbaʊθəliːəɹ
boutilier	ˈbaʊtəliːəɹ
boutin	buːˈtæn
boutique	buːˈtiːk
boutiques	buːˈtiːks
bouton	ˈbaʊtən
boutros	ˈbuːtˌɹoʊs
bouts	ˈbaʊts
boutte	ˈbuːt
boutwell	ˈbaʊtˌwɛl
bouvier	ˌbuːviːˈeɪ
bouwens	ˈbaʊənz
bouwkamp	ˈbaʊˌkæmp
bouwman	ˈbaʊmən
bouwsma	ˈbuːzmə
bouyer	ˈbɔɪəɹ
bouygues	ˈbɔɪʒeɪ
bouygues	ˈbɔɪgɛz
bouza	ˈbuːzə
bova	ˈboʊvə
bovard	bəˈvɑɹd
bove	ˈboʊv
bovee	ˈbʌviː
boven	ˈbʌvən
bovenzi	boʊˈvɛnziː
boveri	boʊˈvɛɹiː
bovespa	ˈboʊvspɑ
bovey	ˈboʊviː
bovik	ˈboʊvɪk
bovin	ˈboʊˌvɪn
bovine	ˈboʊˌvaɪn
bovino	boʊˈviːnoʊ
bow	ˈbaʊ
bow	ˈboʊ
bowar	ˈboʊəɹ
boward	ˈboʊəɹd
bowater	ˈbaʊˌʌtəɹ
bowater	ˈboʊˌɑtəɹ
bowater	ˈboʊˌwɑtəɹ
bowcan	ˈboʊkən
bowden	ˈboʊdən
bowden	ˈbaʊdən
bowdish	ˈboʊdɪʃ
bowditch	ˈboʊdɪʧ
bowdle	ˈboʊdəl
bowdoin	boʊˈdɔɪn
bowe	ˈboʊ
bowed	ˈbaʊd
bowed	ˈboʊd
bowel	ˈbaʊəl
bowell	ˈbɑwɛl
bowels	ˈbaʊəlz
bowels	ˈbaʊlz
bowen	ˈboʊən
bowens	ˈboʊənz
bower	ˈbaʊəɹ
bowerman	ˈboʊəɹmən
bowermaster	ˈboʊəɹmæstəɹ
bowers	ˈbaʊəɹz
bowersock	boʊˈʌɹsək
bowersox	boʊˈʌɹsɑks
bowery	ˈbaʊəɹiː
bowes	ˈboʊz
bowick	ˈboʊɪk
bowie	ˈboʊiː
bowing	ˈboʊɪŋ
bowing	ˈbaʊɪŋ
bowker	ˈboʊkəɹ
bowl	ˈboʊl
bowland	ˈboʊlənd
bowlby	ˈboʊlbiː
bowlds	ˈboʊldz
bowled	ˈboʊld
bowlen	ˈboʊlən
bowler	ˈboʊləɹ
bowlers	ˈboʊləɹz
bowles	ˈboʊlz
bowley	ˈboʊliː
bowlin	ˈboʊˌlɪn
bowling	ˈboʊlɪŋ
bowls	ˈboʊlz
bowlus	ˈboʊləs
bowman	ˈboʊmən
bowmen	ˈboʊmən
bowmer	ˈboʊməɹ
bown	ˈboʊn
bownds	ˈboʊndz
bowne	ˈboʊn
bowring	ˈboʊɹɪŋ
bowron	ˈboʊɹən
bowron	ˈboʊˌɹɑn
bows	ˈbaʊz
bows	ˈboʊz
bowse	ˈboʊs
bowsed	ˈbaʊzd
bowser	ˈboʊzəɹ
bowses	ˈbaʊzəz
bowsher	ˈboʊʃəɹ
bowsing	ˈbaʊzɪŋ
bowyer	ˈboʊjəɹ
box	ˈbɑks
boxberger	ˈbɑksbəɹgəɹ
boxcar	ˈbɑkˌskɑɹ
boxcars	ˈbɑkˌskɑɹz
boxed	ˈbɑkst
boxell	ˈbɑksəl
boxer	ˈbɑksəɹ
boxers	ˈbɑksəɹz
boxes	ˈbɑksəz
boxing	ˈbɑksɪŋ
boxley	ˈbɑksliː
boxwell	ˈbɑkˌswɛl
boxwood	ˈbɑkˌswʊd
boxx	ˈbɑks
boxy	ˈbɑksiː
boy	ˈbɔɪ
boyack	ˈbɔɪək
boyajian	bɔɪˈæʤiːən
boyan	ˈbɔɪɑn
boyar	boʊˈjɑɹ
boyce	ˈbɔɪs
boycott	ˈbɔɪˌkɑt
boycotted	ˈbɔɪˌkɑtəd
boycotting	ˈbɔɪˌkɑtɪŋ
boycotts	ˈbɔɪˌkɑts
boyd	ˈbɔɪd
boyde	ˈbɔɪd
boyden	ˈbɔɪdən
boydston	ˈbɔɪdstən
boydstun	ˈbɔɪdstən
boye	ˈbɔɪ
boyea	ˈbɔɪiːə
boyer	ˈbɔɪəɹ
boyers	ˈbɔɪəɹz
boyes	ˈbɔɪz
boyett	ˈbɔɪˌɪt
boyette	ˌbɔɪˈɛt
boyfriend	ˈbɔɪfˌɹɛnd
boyfriends	ˈbɔɪfˌɹɛndz
boyfriends	ˈbɔɪfˌɹɛnz
boyhood	ˈbɔɪˌhʊd
boyington	ˈbɔɪɪŋtən
boyish	ˈbɔɪɪʃ
boykin	ˈbɔɪˌkɪn
boykins	ˈbɔɪˌkɪnz
boyko	ˈbɔɪkoʊ
boylan	ˈbɔɪlən
boyland	ˈbɔɪlənd
boyle	ˈbɔɪl
boylen	ˈbɔɪlən
boyles	ˈbɔɪlz
boylls	ˈbɔɪlz
boylston	ˈbɔɪlstən
boyne	ˈbɔɪn
boynton	ˈbɔɪntən
boys	ˈbɔɪz
boysel	ˈbɔɪsəl
boysen	ˈbɔɪsən
boyson	ˈbɔɪzən
boyt	ˈbɔɪt
boyte	ˈbɔɪt
boyter	ˈbɔɪtəɹ
boyum	bɔɪˈʌm
boyz	ˈbɔɪz
boza	ˈboʊzə
bozard	bəˈzɑɹd
bozarth	ˈbɑzəɹθ
boze	ˈboʊz
bozek	ˈboʊzɛk
bozell	boʊˈzɛl
bozeman	ˈboʊzmən
bozian	ˈboʊziːən
bozic	ˈbɑzɪk
bozich	ˈbɑˌzɪh
bozman	ˈbɑzmən
bozo	ˈboʊˌzoʊ
bozos	ˈboʊˌzoʊz
boztepe	bɑzˈtɛp
boztepe	boʊzˈtɛp
boztepe	bɑzˈtɛpiː
boztepe	boʊzˈtɛpiː
bozza	ˈbɑzə
bozzi	ˈbɑziː
bozzo	ˈbɑzoʊ
bra	ˈbɹɑ
braaksma	ˈbɹɑksmə
braasch	ˈbɹɑʃ
braaten	ˈbɹɑeɪtən
braatz	ˈbɹɑts
brabant	ˈbɹɑbənt
brabec	ˈbɹɑbɪk
brabender	ˈbɹæbɛndəɹ
brabham	ˈbɹæbhəm
brabson	ˈbɹæbsən
brac	ˈbɹæk
bracamonte	ˌbɹækəˈmɑntiː
bracamontes	ˌbɹækəˈmɑntiːz
bracci	ˈbɹɑʧiː
bracco	ˈbɹækoʊ
brace	ˈbɹeɪs
braced	ˈbɹeɪst
bracelet	ˈbɹeɪslət
bracelets	ˈbɹeɪsləts
bracer	ˈbɹeɪsəɹ
bracero	bɹɑˈʧɛɹoʊ
braces	ˈbɹeɪsəz
bracewell	ˈbɹeɪsˌwɛl
bracey	ˈbɹeɪsiː
brach	ˈbɹæʧ
bracher	ˈbɹækəɹ
brachfeld	ˈbɹɑkˌfɛld
brachiopod	ˈbɹeɪkiːəˌpɑd
brachiopods	ˈbɹeɪkiːəˌpɑdz
brachiosaurus	ˈbɹækiəˌsɔɹəs
bracht	ˈbɹækt
bracing	ˈbɹeɪsɪŋ
bracingly	ˈbɹeɪsɪŋgliː
brack	ˈbɹæk
brackbill	ˈbɹækbəl
brackeen	bɹəˈkiːn
bracken	ˈbɹækən
brackenbury	ˈbɹækənˌbɛɹiː
brackens	ˈbɹækənz
brackets	ˈbɹækəts
brackett	ˈbɹæˌkɪt
brackin	ˈbɹækən
brackins	ˈbɹækənz
brackish	ˈbɹækɪʃ
brackman	ˈbɹækmən
bracknell	bɹækˈnɛl
brackney	ˈbɹækniː
bracy	ˈbɹeɪsiː
brad	ˈbɹæd
bradberry	ˈbɹædˌbɛɹiː
bradburn	ˈbɹædˌbʌɹn
bradbury	ˈbɹædˌbɛɹiː
bradco	ˈbɹædkoʊ
braddock	ˈbɹædək
braddy	ˈbɹædiː
bradeen	bɹəˈdiːn
brademas	bɹəˈdeɪməs
braden	ˈbɹeɪdən
bradenton	ˈbɹædəntən
brader	ˈbɹædəɹ
bradfield	ˈbɹædfiːld
bradford	ˈbɹædfəɹd
bradfords	ˈbɹædfəɹdz
bradham	ˈbɹædhəm
bradish	ˈbɹædɪʃ
bradlee	ˈbɹædˌliː
bradlees	ˈbɹædˌliːz
bradley	ˈbɹædliː
bradleys	ˈbɹædliːz
bradner	ˈbɹædnəɹ
bradney	ˈbɹædniː
bradshaw	ˈbɹædˌʃɑ
bradsher	ˈbɹædʃəɹ
bradstreet	ˈbɹædˌstɹiːt
bradt	ˈbɹædt
bradtke	ˈbɹædkiː
bradtmiller	ˈbɹætˌmɪləɹ
bradway	ˈbɹædˌweɪ
bradwell	ˈbɹædˌwɛl
brady	ˈbɹeɪdiː
bradycardia	ˌbɹædəˈkɑɹdiːə
bradykinin	bɹəˈdɪkəˌnɪn
bradys	ˈbɹeɪdiːz
brae	ˈbɹeɪ
braendstroem	ˈbɹændstɹoʊm
braer	ˈbɹeɪɹ
braff	ˈbɹæf
brafford	ˈbɹæfəɹd
brag	ˈbɹæg
braga	ˈbɹɑgə
bragan	ˈbɹeɪgən
bragdon	ˈbɹægdən
brager	ˈbɹeɪgəɹ
bragg	ˈbɹæg
braggadocio	ˌbɹægəˈdoʊʃiːˌoʊ
bragged	ˈbɹægd
bragger	ˈbɹægəɹ
braggers	ˈbɹægəɹz
bragging	ˈbɹægɪŋ
braggiotti	ˌbɹæziːˈɑtiː
braggs	ˈbɹægz
brags	ˈbɹægz
braham	ˈbɹæhəm
brahm	ˈbɹɑm
brahmin	ˈbɹɑˌmɪn
brahms	ˈbɹɑmz
braid	ˈbɹeɪd
braided	ˈbɹeɪdəd
braiding	ˈbɹeɪdɪŋ
braids	ˈbɹeɪdz
braidwood	ˈbɹeɪdˌwʊd
brailey	ˈbɹeɪliː
braille	ˈbɹeɪl
brailles	ˈbɹeɪlz
brailsford	ˈbɹeɪlsfəɹd
brain	ˈbɹeɪn
brainard	ˈbɹeɪnəɹd
brainchild	ˈbɹeɪnˌʧaɪld
brained	ˈbɹeɪnd
brainer	ˈbɹeɪnəɹ
brainerd	ˈbɹeɪnəɹd
brainless	ˈbɹeɪnləs
brainpower	ˈbɹeɪnˌpaʊəɹ
brains	ˈbɹeɪnz
brainstorm	ˈbɹeɪnˌstɔɹm
brainstorming	ˈbɹeɪnˌstɔɹmɪŋ
braintree	ˈbɹeɪnˌtɹiː
brainwash	ˈbɹeɪnˌwɑʃ
brainwashed	ˈbɹeɪnˌwɑʃt
brainwashing	ˈbɹeɪnˌwɑʃɪŋ
brainy	ˈbɹeɪniː
braise	ˈbɹeɪz
braised	ˈbɹeɪzd
braithwaite	ˈbɹeɪθˌweɪt
brajdas	ˈbɹaɪdəs
brajovic	ˈbɹɑʤoʊvɪʧ
brake	ˈbɹeɪk
brakebill	ˈbɹeɪkˌbɪl
braked	ˈbɹeɪkt
brakefield	ˈbɹeɪkˌfiːld
brakeman	ˈbɹeɪkmən
brakemen	ˈbɹeɪkmɛn
braker	ˈbɹeɪkəɹ
brakes	ˈbɹeɪks
braking	ˈbɹeɪkɪŋ
brakke	ˈbɹæk
braley	ˈbɹæliː
bralley	ˈbɹæliː
brallier	ˈbɹæliːəɹ
bralorne	ˈbɹælɔɹn
braly	ˈbɹɑliː
bram	ˈbɹæm
bramah	ˈbɹɑmə
bramalea	ˌbɹæməˈliːə
braman	ˈbɹeɪmən
brambila	bɹɑmˈbiːlə
bramble	ˈbɹæmbəl
brambles	ˈbɹæmbəlz
bramblett	ˈbɹæmblət
brame	ˈbɹeɪm
bramel	ˈbɹæməl
bramer	ˈbɹeɪməɹ
bramhall	ˈbɹæmhəl
bramlage	ˈbɹæmlɪʤ
bramlet	ˈbɹæmlət
bramlett	ˈbɹæmˌlɪt
bramlette	ˌbɹæmˈlɛt
bramley	ˈbɹæmliː
brammeier	ˈbɹæmaɪəɹ
brammer	ˈbɹæməɹ
brampton	ˈbɹæmptən
brams	ˈbɹæmz
bramson	ˈbɹæmsən
bramwell	ˈbɹæmˌwɛl
bran	ˈbɹæn
branagan	ˈbɹænəgæn
branagh	ˈbɹænəg
branam	ˈbɹænəm
branaman	ˈbɹænəmən
branan	ˈbɹeɪnən
branca	ˈbɹæŋkə
brancaccio	bɹɑnˈkɑʧiːoʊ
brancato	bɹɑnˈkɑtoʊ
branch	ˈbɹænʧ
branche	ˈbɹænʧ
brancheau	bɹənˈʃoʊ
branched	ˈbɹænʧt
branches	ˈbɹænʧəz
branching	ˈbɹænʧɪŋ
branchlet	ˈbɹænʧlət
branchlets	ˈbɹænʧləts
branco	ˈbɹæŋkoʊ
brand	ˈbɹænd
branda	ˈbɹændə
brandau	ˈbɹændaʊ
brande	ˈbɹænd
brandeberry	ˈbɹændbɛɹiː
branded	ˈbɹændəd
brandeis	ˈbɹændaɪs
brandel	ˈbɹændəl
branden	ˈbɹændən
brandenberg	ˈbɹændənbəɹg
brandenberger	ˈbɹændənbəɹgəɹ
brandenburg	ˈbɹændənbəɹg
brandenburger	ˈbɹændənbəɹgəɹ
brandenstein	ˈbɹændɛnˌstaɪn
brandenstein	ˈbɹændɛnˌstiːn
brander	ˈbɹændəɹ
brandes	ˈbɹændz
brandford	ˈbɹændfəɹd
brandhorst	ˈbɹændhɔɹst
brandi	ˈbɹændiː
branding	ˈbɹændɪŋ
brandis	ˈbɹænˌdɪs
brandish	ˈbɹændɪʃ
brandished	ˈbɹændɪʃt
brandishes	ˈbɹændɪʃəz
brandishing	ˈbɹændɪʃɪŋ
brandl	ˈbɹændəl
brandle	ˈbɹændəl
brandname	ˈbɹændˌneɪm
brandner	ˈbɹændnəɹ
brando	ˈbɹændoʊ
brandon	ˈbɹændən
brandow	ˈbɹænˌdaʊ
brands	ˈbɹændz
brandstetter	ˈbɹændstɛtəɹ
brandt	ˈbɹænt
brandtner	ˈbɹæntnəɹ
brandvold	ˈbɹændˌvoʊld
brandwein	ˈbɹænˌdwaɪn
brandy	ˈbɹændiː
brandywine	ˈbɹændiːˌwaɪn
braner	ˈbɹeɪnəɹ
branford	ˈbɹænfəɹd
brang	ˈbɹæŋ
branham	ˈbɹænhəm
brani	ˈbɹæŋkiː
braniff	ˈbɹæˌnɪf
branigan	ˈbɹænɪgən
branin	ˈbɹæˌnɪn
branislov	ˈbɹænəˌslɑv
branitzky	bɹəˈnɪtskiː
brank	ˈbɹæŋk
branko	ˈbɹæŋkoʊ
brann	ˈbɹæn
branna	ˈbɹænə
brannam	ˈbɹænəm
brannan	ˈbɹænən
brannen	ˈbɹænən
branner	ˈbɹænəɹ
brannick	ˈbɹænɪk
brannigan	ˈbɹænɪgən
branning	ˈbɹænɪŋ
brannock	ˈbɹænək
brannon	ˈbɹænən
brannum	ˈbɹænəm
branon	ˈbɹænən
branscom	ˈbɹænskəm
branscomb	ˈbɹænskəm
branscome	ˈbɹænzˌkʌm
branscum	ˈbɹænskəm
bransfield	ˈbɹænzˌfiːld
bransford	ˈbɹænsfəɹd
bransom	ˈbɹænsəm
branson	ˈbɹænsən
branstad	ˈbɹænˌstæd
branstetter	ˈbɹænstɛtəɹ
brant	ˈbɹænt
brantley	ˈbɹæntliː
brantly	ˈbɹæntliː
brantner	ˈbɹæntnəɹ
branton	ˈbɹæntən
branum	ˈbɹænəm
branyon	ˈbɹænjən
branz	ˈbɹænz
braque	ˈbɹæk
bras	ˈbɹæs
bras	ˈbɹɑz
brascade	bɹəsˈkeɪd
brascan	ˈbɹæskən
brasch	ˈbɹæʃ
brase	ˈbɹeɪz
brasel	ˈbɹæsəl
braselton	bɹəˈsɛltən
brasfield	ˈbɹæsfiːld
brash	ˈbɹæʃ
brashear	ˈbɹæʃɪɹ
brashears	ˈbɹæʃɪɹz
brasher	ˈbɹæʃəɹ
brashers	ˈbɹæʃəɹz
brashier	ˈbɹæʃiːəɹ
brashness	ˈbɹæʃnəs
brasil	ˈbɹæsəl
brasil	bɹəˈsiːl
brasilia	bɹəˈzɪljə
brasilia	bɹəˈsɪljə
brasington	ˈbɹæsɪŋtən
brasow	ˈbɹæsoʊ
brasow	ˈbɹæzoʊ
brass	ˈbɹæs
brassard	ˈbɹæsəɹd
brasseaux	bɹəˈsoʊ
brassell	ˈbɹæsəl
brasserie	ˈbɹæsəɹiː
brasseur	ˈbɹæsəɹ
brassfield	ˈbɹæsˌfiːld
brasso	ˈbɹæsoʊ
brassy	ˈbɹæsiː
braswell	ˈbɹæswɛl
brat	ˈbɹæt
bratcher	ˈbɹæʧəɹ
braton	ˈbɹætən
brats	ˈbɹæts
bratsch	ˈbɹæʧ
bratt	ˈbɹæt
brattain	bɹəˈteɪn
brattaslava	ˌbɹɑtəˈslɑvə
bratten	ˈbɹætən
brattin	ˈbɹæˌtɪn
brattle	ˈbɹætəl
bratton	ˈbɹætən
bratwurst	ˈbɹætwəɹst
bratz	ˈbɹæts
brau	ˈbɹaʊ
brauch	ˈbɹɑʧ
braucher	ˈbɹɑʧəɹ
brauchli	ˈbɹɑʧliː
braud	ˈbɹɑd
braude	ˈbɹɑd
brauer	ˈbɹaʊəɹ
braughton	ˈbɹɑtən
brault	ˈbɹɑlt
braun	ˈbɹɑn
braund	ˈbɹɑnd
braune	ˈbɹɑn
brauner	ˈbɹɑnəɹ
brauns	ˈbɹɑnz
braunschweig	ˈbɹaʊnʃwaɪg
braunstein	ˈbɹɑnˌstiːn
braunstein	ˈbɹɑnˌstaɪn
braunwald	ˈbɹɑnˌwɑld
brause	ˈbɹɑz
brautigam	ˈbɹoʊtɪgəm
brautigams	ˈbɹɑtɪgæmz
bravado	bɹəˈvɑdoʊ
brave	ˈbɹeɪv
braved	ˈbɹeɪvd
braveheart	ˈbɹeɪvhɑɹt
bravely	ˈbɹeɪvliː
braver	ˈbɹeɪvəɹ
braverman	ˈbɹeɪvəɹmən
bravery	ˈbɹeɪvəɹiː
braves	ˈbɹeɪvz
bravest	ˈbɹeɪvəst
braving	ˈbɹeɪvɪŋ
bravo	ˈbɹɑvoʊ
bravura	bɹəˈvjʊɹə
brawer	ˈbɹɑəɹ
brawl	ˈbɹɑl
brawley	ˈbɹɑliː
brawling	ˈbɹɑlɪŋ
brawls	ˈbɹɑlz
brawn	ˈbɹɑn
brawner	ˈbɹɑnəɹ
brawny	ˈbɹɑniː
braxton	ˈbɹækstən
bray	ˈbɹeɪ
brayboy	ˈbɹeɪˌbɔɪ
brayer	ˈbɹeɪəɹ
brayfield	ˈbɹeɪˌfiːld
brayman	ˈbɹeɪmən
brayton	ˈbɹeɪtən
braz	ˈbɹæz
brazda	ˈbɹæzdə
brazeal	bɹəˈziːl
brazeau	bɹəˈzoʊ
brazee	ˈbɹæziː
brazel	ˈbɹæzəl
brazell	ˈbɹæzəl
brazelton	bɹəˈzɛltən
brazen	ˈbɹeɪzən
brazenly	ˈbɹeɪzənliː
braziel	bɹəˈziːl
brazier	ˈbɹeɪziːəɹ
braziers	ˈbɹeɪʒəɹz
brazil	bɹəˈzɪl
brazile	ˈbɹɑzaɪl
brazilian	bɹəˈzɪljən
brazilians	bɹəˈzɪljənz
brazill	ˈbɹæzəl
brazos	ˈbɹɑzoʊs
brazzaville	ˈbɹæzəˌvɪl
brazzel	ˈbɹæzəl
brazzell	ˈbɹæzəl
brca	ˈbɹɪkə
brcko	ˈbʌɹʧkoʊ
brea	ˈbɹiː
breach	ˈbɹiːʧ
breached	ˈbɹiːʧt
breaches	ˈbɹiːʧəz
breaching	ˈbɹiːʧɪŋ
bread	ˈbɹɛd
breadbasket	ˈbɹɛdˌbæskət
breadbox	ˈbɹɛdˌbɑks
breaded	ˈbɹɛdəd
breadfruit	ˈbɹɛdˌfɹuːt
breading	ˈbɹɛdɪŋ
breads	ˈbɹɛdz
breadth	ˈbɹɛdθ
breadwinner	ˈbɹɛdˌwɪnəɹ
breadwinners	ˈbɹɛdˌwɪnəɹz
bready	ˈbɹɛdiː
break	ˈbɹeɪk
breakable	ˈbɹeɪkəbəl
breakage	ˈbɹeɪkɪʤ
breakaway	ˈbɹeɪkəˌweɪ
breakdown	ˈbɹeɪkˌdaʊn
breakdowns	ˈbɹeɪkˌdaʊnz
breaked	ˈbɹeɪkt
breaker	ˈbɹeɪkəɹ
breakers	ˈbɹeɪkəɹz
breakeven	ˈbɹeɪˌkiːvən
breakey	ˈbɹeɪkiː
breakfast	ˈbɹɛkfəst
breakfasts	ˈbɹɛkfəsts
breakfield	ˈbɹeɪkˌfiːld
breaking	ˈbɹeɪkɪŋ
breakmate	ˈbɹeɪkˌmeɪt
breakneck	ˈbɹeɪkˌnɛk
breakout	ˈbɹeɪˌkaʊt
breakouts	ˈbɹeɪˌkaʊts
breaks	ˈbɹeɪks
breakthrough	ˈbɹeɪkˌθɹuː
breakthroughs	ˈbɹeɪkˌθɹuːz
breakup	ˈbɹeɪˌkʌp
breakups	ˈbɹeɪkəps
breakwater	ˈbɹeɪkˌwɑtəɹ
breaky	ˈbɹeɪkiː
bream	ˈbɹiːm
brean	ˈbɹiːn
brearley	ˈbɹʌɹliː
breast	ˈbɹɛst
breasted	ˈbɹɛstəd
breastfed	ˈbɹɛstˌfɛd
breastfeed	ˈbɹɛstfiːd
breastfeeding	ˈbɹɛstfiːdɪŋ
breastfeeds	ˈbɹɛstfiːdz
breasting	ˈbɹɛstɪŋ
breastplate	ˈbɹɛstˌpleɪt
breasts	ˈbɹɛsts
breath	ˈbɹɛθ
breathe	ˈbɹiːð
breathed	ˈbɹiːðd
breather	ˈbɹiːðəɹ
breathes	ˈbɹiːðz
breathing	ˈbɹiːðɪŋ
breathless	ˈbɹɛθləs
breathlessly	ˈbɹɛθləsliː
breaths	ˈbɹɛθs
breathtaking	ˈbɹɛθˌteɪkɪŋ
breathtakingly	ˈbɹɛθˌteɪkɪŋliː
breathy	ˈbɹɛθiː
breau	ˈbɹoʊ
breault	ˈbɹoʊ
breaux	ˈbɹoʊ
breaux	ˈbɹuː
breazeale	ˈbɹiːˌziːl
brebach	ˈbɹɛbək
brechbill	ˈbɹɛkbəl
brecheen	ˈbɹɛkiːn
brecheisen	ˈbɹɛkaɪsən
brecher	ˈbɹɛkəɹ
brecht	ˈbɹɛkt
brechtel	ˈbɹɛktəl
breck	ˈbɹɛk
breckenridge	ˈbɹɛkənˌɹɪʤ
brecker	ˈbɹɛkəɹ
breco	ˈbɹɛkoʊ
bred	ˈbɹɛd
breda	ˈbɹeɪdə
brede	ˈbɹiːd
breden	ˈbɹiːdən
bredeson	ˈbɹɛdəsən
bree	ˈbɹiː
breece	ˈbɹiːs
breech	ˈbɹiːʧ
breed	ˈbɹiːd
breeden	ˈbɹiːdən
breeder	ˈbɹiːdəɹ
breeders	ˈbɹiːdəɹz
breeding	ˈbɹiːdɪŋ
breedlove	ˈbɹiːdˌlʌv
breeds	ˈbɹiːdz
breeland	ˈbɹiːlənd
breen	ˈbɹiːn
brees	ˈbɹiːz
breese	ˈbɹiːz
breeze	ˈbɹiːz
breezed	ˈbɹiːzd
breezes	ˈbɹiːzəz
breezeway	ˈbɹiːzˌweɪ
breezy	ˈbɹiːziː
brege	ˈbɹiːʤ
breger	ˈbɹiːgəɹ
breglio	ˈbɹɛgliːoʊ
bregman	ˈbɹɛgmən
breguet	ˈbɹiːgət
brehm	ˈbɹɛm
brehmer	ˈbɹɛməɹ
breidenbach	ˈbɹaɪdənbɑk
breidenstein	ˈbɹaɪdənstaɪn
breidenstein	ˈbɹaɪdənstiːn
breier	ˈbɹaɪəɹ
breighner	ˈbɹeɪnəɹ
breighton	ˈbɹaɪtən
breiner	ˈbɹaɪnəɹ
breining	ˈbɹaɪnɪŋ
breininger	ˈbɹaɪnɪŋəɹ
breisch	ˈbɹaɪʃ
breit	ˈbɹiːt
breitbach	ˈbɹaɪtˌbɑk
breitbarth	ˈbɹaɪtˌbɑɹθ
breitenbach	ˈbɹaɪtənbɑk
breitenstein	ˈbɹaɪtənstaɪn
breitenstein	ˈbɹaɪtənstiːn
breithaupt	ˈbɹaɪθaʊpt
breitkreutz	ˈbɹaɪtˌkɹɔɪts
breitling	ˈbɹaɪtəlɪŋ
breitling	ˈbɹaɪtlɪŋ
breitman	ˈbɹaɪtmən
breitschwerdt	ˈbɹaɪʧwəɹt
breitweiser	ˈbɹaɪtˌwaɪsəɹ
breitzman	ˈbɹaɪtsmən
brekke	ˈbɹɛk
breland	ˈbɹɛlənd
brelsford	ˈbɹɛlsfəɹd
brem	ˈbɹɛm
bremen	ˈbɹɛmən
bremer	ˈbɹiːməɹ
bremmer	ˈbɹɛməɹ
bremner	ˈbɹɛmnəɹ
brems	ˈbɹɛmz
bren	ˈbɹɛn
brenda	ˈbɹɛndə
brendan	ˈbɹɛndən
brendel	ˈbɹɛndəl
brenden	ˈbɹɛndən
brender	ˈbɹɛndəɹ
brendle	ˈbɹɛndəl
brendlinger	ˈbɹɛndəlɪŋəɹ
brendor	ˈbɹɛndəɹ
brendsel	ˈbɹɛndsəl
breneman	ˈbɹiːnmən
brener	ˈbɹiːnəɹ
brenes	ˈbɹiːnz
brengle	ˈbɹɪŋəl
brenizer	ˈbɹɛnaɪzəɹ
brenn	ˈbɹɛn
brenna	ˈbɹɛnə
brennan	ˈbɹɛnən
brennans	ˈbɹɛnənz
brennecke	ˈbɹɛnɪk
brenneke	ˈbɹɛnəkiː
brenneman	ˈbɹɛnmən
brennen	ˈbɹɛnən
brenner	ˈbɹɛnəɹ
brenning	ˈbɹɛnɪŋ
brensinger	ˈbɹɛnsɪŋəɹ
brent	ˈbɹɛnt
brentano	ˌbɹɛnˈtɑnoʊ
brentanos	ˌbɹɛnˈtɑnoʊz
brentlinger	ˈbɹɛntəlɪŋəɹ
brenton	ˈbɹɛntən
brents	ˈbɹɛnts
brentwood	ˈbɹɛnˌtwʊd
breon	ˈbɹiːən
bresca	ˈbɹɛskə
brescia	ˈbɹɛsʧə
bresee	bɹəˈsiː
bresette	bɹəˈsɛt
breshears	ˈbɹɛʃɪɹz
breslaw	ˈbɹɛslɑ
bresler	ˈbɹɛsləɹ
breslin	ˈbɹɛsˌlɪn
breslow	ˈbɹɛsloʊ
bresnahan	ˈbɹɛsnəhæn
