'em	əm
bunte	ˈbʌnt
bunten	ˈbʌntn̩
buntin	ˈbʌnˌtɪn
bunting	ˈbʌntɪŋ
bunton	ˈbʌntn̩
buntrock	ˈbʌnˌtɹɑk
buntstrock	ˈbʌntˌstɹɑk
buntyn	ˈbʌnˌtɪn
buntz	ˈbʌnts
bunyan	ˈbʌnjn̩
bunyard	bəˈnjɑ͡ɚd
bunzl	ˈbʌnzɫ̩
buol	ˈboɫ
buonanno	bwoˈnɑno
buonicontis	ˌbwɑnɪˈkɑntiz
buono	ˈbwono
buonocore	bwonoˈkɔɹi
buonomo	bwoˈnomo
buoy	ˈbui
buoyancy	ˈbɔ͡ɪənsi
buoyant	ˈbɔ͡ɪənt
buoyed	ˈbuid
buoying	ˈbɔ͡ɪɪŋ
buoys	ˈbuiz
bup	ˈbʌp
bupkus	ˈbʌpkəs
bupp	ˈbʌp
buprenorphine	ˈbjupɹənɚˌfin
bur	ˈbɝ
burack	ˈbjuɹək
burak	ˈbjuɹək
buran	ˈbjuɹn̩
burandt	ˈbjuɹn̩t
buras	ˈbjuɹəz
burba	ˈbɝbə
burbach	ˈbɝbɑk
burback	ˈbɝbæk
burbage	ˈbɝbɪʤ
burbank	ˈbɝˌbæŋk
burbidge	ˈbɝbɪʤ
burbridge	ˈbɝbɹɪʤ
burby	ˈbɝbi
burch	ˈbɝʧ
burcham	bɚˈʃæm
burchard	bɚˈʃɑ͡ɚd
burchell	ˈbɝkɫ̩
burcher	ˈbɝʧɚ
burchett	ˈbɝʧɛt
burchette	bɚˈʃɛt
burchfield	ˈbɝʧfiɫd
burchill	ˈbɝkˌhɪɫ
burciaga	bʊ͡ɚsiˈɑgə
burck	ˈbɝk
burckhard	ˈbɝkhɚd
burckhardt	ˈbɝkhɑ͡ɚt
burd	ˈbɝd
burda	ˈbɝdə
burdell	bɚˈdɛɫ
burden	ˈbɝdn̩
burdened	ˈbɝdn̩d
burdening	ˈbɝdənɪŋ
burdens	ˈbɝdn̩z
burdensome	ˈbɝdn̩sm̩
burdett	ˈbɝˌdɪt
burdette	bɚˈdɛt
burdge	ˈbɝʤ
burdi	ˈbʊ͡ɚdi
burdick	ˈbɝdɪk
burdin	ˈbɝˌdɪn
burdine	bɚˈdin
burdine	bɚˈda͡ɪn
burdines	bɚˈdinz
burdines	bɚˈda͡ɪnz
burditt	bɚˈdɪt
burdo	ˈbʊ͡ɚdo
burdon	ˈbɝdn̩
burdsall	ˈbɝdsɫ̩
bureau	ˈbjʊɹo
bureaucracies	bjʊˈɹɑkɹəsiz
bureaucracy	bjʊˈɹɑkɹəsi
bureaucrat	ˈbjʊɹəˌkɹæt
bureaucrat	ˈbjʊɹoˌkɹæt
bureaucratese	ˈbjʊɹəˌkɹæɾiz
bureaucratic	ˌbjʊɹəˈkɹæɾɪk
bureaucrats	ˈbjʊɹəˌkɹæts
bureaucrats	ˈbjʊɹoˌkɹæts
bureaus	ˈbjʊɹoz
burek	ˈbɛɹɪk
burel	ˈbɛɹɫ̩
burell	ˈbɛɹɫ̩
buren	ˈbjʊɹn̩
bures	ˈbɛ͡ɚz
bures	ˈbɛɹəz
buresh	ˈbɛɹɛʃ
burfeind	ˈbɝfa͡ɪnd
burfield	ˈbɝfiɫd
burford	ˈbɝfɚd
burg	ˈbɝg
burgamy	ˈbɝgəmi
burgan	ˈbɝgæn
burgard	ˈbɝgɚd
burgdorf	ˈbɝgdɔ͡ɚf
burge	ˈbɝg
burgee	ˈbɝgi
burgener	ˈbɝginɚ
burgeon	ˈbɝʤn̩
burgeoned	ˈbɝʤn̩d
burgeoning	ˈbɝʤənɪŋ
burger	ˈbɝgɚ
burgers	ˈbɝgɚz
burgert	ˈbɝgɚt
burges	ˈbɝgz
burgeson	ˈbɝgəsn̩
burgess	ˈbɝʤəs
burget	ˈbɝgɛt
burgett	ˈbɝˌʤɪt
burggraf	ˈbɝgɹəf
burghardt	ˈbɝgɑ͡ɚt
burghart	ˈbɝghɑ͡ɚt
burgher	ˈbɝgɚ
burghley	ˈbɝgli
burgin	ˈbɝˌgɪn
burgio	ˈbɝgio
burglar	ˈbɝglɚ
burglaries	ˈbɝgləɹiz
burglarize	ˈbɝgləˌɹa͡ɪz
burglarized	ˈbɝgləˌɹa͡ɪzd
burglars	ˈbɝglɚz
burglary	ˈbɝgləɹi
burgling	ˈbɝglɪŋ
burgman	ˈbɝgmn̩
burgmaster	ˈbɝgˌmæstɚ
burgner	ˈbɝgnɚ
burgo	ˈbɝgo
burgomaster	ˈbɝgəˌmæstɚ
burgomasters	ˈbɝgəˌmæstɚz
burgoon	ˈbɝgun
burgos	ˈbɝgoz
burgoyne	bɚˈgɔ͡ɪn
burgundian	bɚˈgʌndiən
burgundians	bɚˈgʌndiənz
burgundies	ˈbɝgn̩diz
burgundy	ˈbɝgn̩di
burgy	ˈbɝʤi
burham	ˈbɝhm̩
burhans	ˈbɝhn̩z
buri	ˈbʊɹi
burial	ˈbɛɹiəɫ
burials	ˈbɛɹiəɫz
burian	ˈbjʊɹiən
burich	ˈbɛɹɪk
buried	ˈbɛɹid
buries	ˈbɛɹiz
burk	ˈbɝk
burkard	ˈbɝkɚd
burkart	ˈbɝkɑ͡ɚt
burke	ˈbɝk
burkeen	bɚˈkin
burkel	ˈbɝkɫ̩
burkemper	ˈbɝkɛmpɚ
burkert	ˈbɝkɚt
burkes	ˈbɝks
burket	ˈbɝkət
burkett	ˈbɝkɛt
burkey	ˈbɝki
burkhalter	ˈbɝkhɫ̩tɚ
burkhammer	ˈbɝkhəmɚ
burkhard	ˈbɝkhɚd
burkhardt	ˈbɝkhɑ͡ɚt
burkhart	ˈbɝkhɑ͡ɚt
burkhead	ˈbɝkhɛd
burkholder	ˈbɝkhoɫdɚ
burkina	bɚˈkinə
burkins	ˈbɝˌkɪnz
burkitt	ˈbɝˌkɪt
burkland	ˈbɝkln̩d
burkle	ˈbɝkɫ̩
burkley	ˈbɝkli
burklow	ˈbɝkla͡ʊ
burklund	ˈbɝkln̩d
burkman	ˈbɝkmn̩
burks	ˈbɝks
burkus	ˈbɝkəs
burl	ˈbɝɫ
burland	ˈbɝln̩d
burlap	ˈbɝˌlæp
burlapped	ˈbɝˌlæpt
burlatsky	bɚˈlætski
burleigh	ˈbɝlə
burleson	ˈbɝləsn̩
burlesque	bɚˈlɛsk
burlew	ˈbɝlu
burley	ˈbɝli
burling	ˈbɝlɪŋ
burlingame	ˈbɝlɪŋˌgem
burlingham	ˈbɝlɪŋˌhæm
burlington	ˈbɝlɪŋtn̩
burlison	ˈbɝləsn̩
burly	ˈbɝli
burma	ˈbɝmə
burmah	ˈbɝmə
burman	ˈbɝmn̩
burmans	ˈbɝmn̩z
burmaster	ˈbɝmæstɚ
burmeister	ˈbɝma͡ɪstɚ
burmese	bɚˈmiz
burmester	ˈbɝmɛstɚ
burn	ˈbɝn
burnable	ˈbɝnəbɫ̩
burnaby	ˈbɝnəbi
burnam	ˈbɝnm̩
burnap	ˈbɝnəp
burnard	bɚˈnɑ͡ɚd
burndy	ˈbɝndi
burne	ˈbɝn
burned	ˈbɝnd
burnell	ˈbɝnɫ̩
burner	ˈbɝnɚ
burners	ˈbɝnɚz
burnes	ˈbɝnz
burness	ˈbɝnəs
burnet	ˈbɝnɛt
burnett	bɚˈnɛt
burnette	bɚˈnɛt
burney	ˈbɝni
burnham	ˈbɝnm̩
burnham	ˈbɝnhæm
burning	ˈbɝnɪŋ
burningham	ˈbɝnɪŋˌhæm
burnings	ˈbɝnɪŋz
burnish	ˈbɝˌnɪʃ
burnished	ˈbɝˌnɪʃt
burnley	ˈbɝnli
burnout	ˈbɝˌna͡ʊt
burns	ˈbɝnz
burnsed	ˈbɝnzd
burnside	ˈbɝnˌsa͡ɪd
burnstein	ˈbɝnˌsta͡ɪn
burnstein	ˈbɝnˌstin
burnsworth	ˈbɝnˌzwɝθ
burnt	ˈbɝnt
burnup	ˈbɝˌnʌp
burnworth	ˈbɝnˌwɝθ
buroker	ˈbjuɹəkɚ
burow	ˈbjʊɹo
burp	ˈbɝp
burped	ˈbɝpt
burpee	ˈbɝpi
burping	ˈbɝpɪŋ
burpo	ˈbʊ͡ɚpo
burr	ˈbɝ
burrage	ˈbʌɹɪʤ
burrell	bəˈɹɛɫ
burrer	ˈbʌɹɚ
burres	ˈbɝz
burress	ˈbʌɹəs
burri	ˈbʊɹi
burridge	ˈbɔɹɪʤ
burrier	ˈbʌɹiɚ
burright	ˈbɔɹa͡ɪt
burrill	ˈbɔɹɫ̩
burrington	ˈbʌɹɪŋtn̩
burris	ˈbʌɹəs
burriss	ˈbʌɹəsəz
burrito	bəˈɹiɾo
burritos	bəˈɹiɾos
burritt	ˈbɝˌɪt
burro	ˈbʌɹo
burrola	bʊˈɹolə
burros	ˈbʌɹoz
burrough	ˈbʌɹo
burroughs	ˈbʌɹoz
burrous	ˈbʌɹəs
burrow	ˈbʌɹo
burrower	ˈbʌɹoɚ
burrowers	ˈbʌɹoɚz
burrowes	ˈbɝˌoz
burrowing	ˈbʌɹoʊɪŋ
burrows	ˈbʌɹoz
burrus	ˈbʊɹəs
burruss	ˈbʊɹəs
burry	ˈbʌɹi
bursch	ˈbɝʃ
burse	ˈbɝs
bursey	ˈbɝsi
bursley	ˈbɝsli
burson	ˈbɝsn̩
burst	ˈbɝst
burstein	ˈbɝsta͡ɪn
burstein	ˈbɝstin
bursting	ˈbɝstɪŋ
burston	ˈbɝstn̩
bursts	ˈbɝsts
burt	ˈbɝt
burtch	ˈbɝʧ
burtis	ˈbɝˌtɪs
burtner	ˈbɝtnɚ
burtness	ˈbɝtnəs
burtnett	ˈbɝtnɛt
burton	ˈbɝʔn̩
burts	ˈbɝts
burtt	ˈbɝt
burundi	bəˈɹʌndi
burwell	ˈbɝwɛɫ
burwick	ˈbɝwɪk
bury	ˈbɛɹi
burying	ˈbɛɹiɪŋ
burzynski	bɚˈzɪnski
bus	ˈbʌs
busa	ˈbjusə
busalacchi	busɑˈlɑki
busam	ˈbɪsm̩
busbee	ˈbʌsˌbi
busbey	ˈbʌsbi
busbin	ˈbʌsˌbɪn
busboom	ˈbʌsˌbum
busboy	ˈbʌsˌbɔ͡ɪ
busboys	ˈbʌsˌbɔ͡ɪz
busby	ˈbʌzbi
buscaglia	busˈkɑgliə
buscemi	busˈʧɛmi
busch	ˈbʊʃ
buschbaum	ˈbʊʃˌba͡ʊm
busche	ˈbʌʃ
buscher	ˈbuʃɚ
buschman	ˈbʌʃmn̩
buschmann	ˈbʌʃmn̩
buse	ˈbjuz
bused	ˈbʌst
buseman	ˈbɪsmn̩
busenbark	ˈbɪsn̩bɑ͡ɚk
buser	ˈbɪsɚ
buses	ˈbʌsəz
busey	ˈbjuzi
busey	ˈbʌsi
bush	ˈbʊʃ
busha	ˈbʌʃə
bushard	ˈbʊʃɚd
bushart	ˈbʊʃɑ͡ɚt
bushaw	ˈbʊʃɑ
bushby	ˈbʊʃbi
bushee	ˈbʊʃi
bushel	ˈbʊʃɫ̩
bushell	ˈbʊʃɫ̩
bushels	ˈbʊʃɫ̩z
busher	ˈbʊʃɚ
bushes	ˈbʊʃəz
bushey	ˈbʊʃi
bushings	ˈbʊʃɪŋz
bushkin	ˈbʊʃˌkɪn
bushman	ˈbʊʃmn̩
bushmen	ˈbʊʃmɛn
bushnell	ˈbʊʃnɫ̩
bushong	ˈbʊʃɑŋ
bushway	ˈbʊʃˌwe
bushy	ˈbʊʃi
busic	ˈbʌsɪk
busick	ˈbɪsɪk
busied	ˈbɪzid
busier	ˈbɪziɚ
busiest	ˈbɪziəst
busily	ˈbɪzəli
business	ˈbɪznəs
businesses	ˈbɪznəsəz
businessland	ˈbɪznəˌslænd
businesslike	ˈbɪznəˌsla͡ɪk
businessman	ˈbɪznəsˌmæn
businessmen	ˈbɪznəsˌmɛn
businesspeople	ˈbɪznəsˌpipɫ̩
businessperson	ˈbɪznəsˌpɝsn̩
businessphone	ˈbɪznəsˌfon
businessphones	ˈbɪznəsˌfonz
businesswoman	ˈbɪznəˌswʊmn̩
businesswomen	ˈbɪznəswɪmɛn
busing	ˈbʌsɪŋ
busk	ˈbʌsk
buske	ˈbʌsk
busker	ˈbʌskɚ
buskey	ˈbʌsˌki
buskirk	ˈbʌskɚk
buslease	ˈbʌsˌlis
busler	ˈbʌsəlɚ
busload	bəˈslod
busloads	bəˈslodz
buspar	ˈbʌspɚ
buss	ˈbʌs
bussa	ˈbusə
bussard	ˈbʌsɚd
busse	ˈbʌs
bussed	ˈbʌst
bussell	ˈbʌsɫ̩
bussen	ˈbʌsn̩
busser	ˈbʌsɚ
bussert	ˈbʌsɚt
busses	ˈbʌsəz
bussey	ˈbʌsi
bussi	ˈbʌsi
bussi	ˈbjusi
bussie	ˈbʌsi
bussie	ˈbjusi
bussiere	ˈbʌsiɛ͡ɚ
bussing	ˈbʌsɪŋ
bussinger	ˈbʌsn̩ʤɚ
bussman	ˈbʌsmn̩
bust	ˈbʌst
busta	ˈbʌstə
bustamante	ˌbustəˈmɑnti
bustard	ˈbʌstɚd
busted	ˈbʌstəd
buster	ˈbʌstɚ
busters	ˈbʌstɚz
busti	ˈbʌsti
bustier	ˈbʌstjɚ
bustillo	busˈtɪlo
bustillos	ˈbʌsta͡ɪloz
bustin	ˈbʌsˌtɪn
busting	ˈbʌstɪŋ
bustle	ˈbʌsɫ̩
bustling	ˈbʌsəlɪŋ
bustling	ˈbʌslɪŋ
busto	ˈbʌsto
bustos	ˈbʌstoz
busts	ˈbʌsts
busulaki	ˈbjusəˌlæki
buswell	ˈbʌsˌwɛɫ
busy	ˈbɪzi
but	ˈbʌt
butala	buˈtɑlə
butane	bjuˈten
butane	ˈbjuɾen
butare	buˈtɑɹi
butare	bjuˈtɑɹi
butch	ˈbʊʧ
butchart	ˈbʊʧɚt
butcher	ˈbʊʧɚ
butchered	ˈbʊʧɚd
butchering	ˈbʊʧəɹɪŋ
butchers	ˈbʊʧɚz
butchery	ˈbʊʧəɹi
butchko	ˈbʌʧko
butchko	ˈbʊʧko
bute	ˈbjut
buteau	bjuˈto
buteco	ˌbuˈtɛko
butenhoff	ˈbjuʔn̩hɑf
butera	buˈtɛɹə
buterbaugh	ˈbjuɾɚba͡ʊ
buth	ˈbuθ
buthelezi	ˌbuɾəˈlezi
butka	ˈbʌtkə
butkiewicz	ˈbʌtkəvɪʧ
butkovich	ˈbʌtkəvɪʧ
butkus	ˈbʌtkəs
butler	ˈbʌtlɚ
butlers	ˈbʌtlɚz
butman	ˈbʌtmn̩
butner	ˈbʌtnɚ
butorac	bjuˈtɔɹək
butrick	ˈbʌtɹɪk
butros	ˈbutˌɹos
butros	ˈbutɹəs
buts	ˈbʌts
butsch	ˈbʌʧ
butson	ˈbʌtsn̩
butt	ˈbʌt
buttacavoli	butɑkɑˈvoli
buttafuoco	butəˈfwoko
buttars	ˈbʌɾɚz
butte	ˈbjut
butter	ˈbʌɾɚ
butterball	ˈbʌɾɚˌbɑɫ
butterbaugh	ˈbʌɾɚba͡ʊ
buttercup	ˈbʌɾɚˌkʌp
buttercups	ˈbʌɾɚˌkʌps
buttered	ˈbʌɾɚd
butterfat	ˈbʌɾɚˌfæt
butterfield	ˈbʌɾɚfiɫd
butterflies	ˈbʌɾɚˌfla͡ɪz
butterfly	ˈbʌɾɚˌfla͡ɪ
butterick	ˈbʌɾəɹɪk
buttermilk	ˈbʌɾɚˌmɪɫk
buttermore	ˈbʌɾɚmɔ͡ɚ
butters	ˈbʌɾɚz
butterscotch	ˈbʌɾɚsˌkɑʧ
butterworth	ˈbʌɾɚˌwɝθ
buttery	ˈbʌɾəɹi
butthead	ˈbʌtˌhɛd
butting	ˈbʌɾɪŋ
buttitta	buˈtiɾə
buttke	ˈbʌtki
buttler	ˈbʌtlɚ
buttner	ˈbʌtnɚ
buttock	ˈbʌɾək
buttocks	ˈbʌɾəks
button	ˈbʌʔn̩
buttoned	ˈbʌʔn̩d
buttonhole	ˈbʌʔn̩ˌhoɫ
buttonholed	ˈbʌʔn̩ˌhoɫd
buttonholes	ˈbʌʔn̩ˌhoɫz
buttons	ˈbʌʔn̩z
buttonville	ˈbʌʔn̩ˌvɪɫ
buttram	ˈbʌtˌɹæm
buttress	ˈbʌtɹəs
buttressed	ˈbʌtɹəst
buttresses	ˈbʌtɹəsəz
buttressing	ˈbʌtɹəsɪŋ
buttrey	ˈbʌtɹi
buttrick	ˈbʌtɹɪk
buttrum	ˈbʌtɹm̩
buttry	ˈbʌtɹi
butts	ˈbʌts
butulesi	ˌbuɾəˈlezi
butyl	ˈbjuɾɫ̩
butz	ˈbʌts
butzberger	ˈbʌtsbɚgɚ
butzen	ˈbʌtsn̩
butzer	ˈbʌtsɚ
butzin	ˈbʌtsn̩
buus	ˈbuz
buxbaum	ˈbʌksba͡ʊm
buxom	ˈbʌksm̩
buxton	ˈbʌkstn̩
buy	ˈba͡ɪ
buyback	ˈba͡ɪˌbæk
buybacks	ˈba͡ɪˌbæks
buyer	ˈba͡ɪɚ
buyers	ˈba͡ɪɚz
buying	ˈba͡ɪɪŋ
buyout	ˈba͡ɪˌa͡ʊt
buyouts	ˈba͡ɪˌa͡ʊts
buys	ˈba͡ɪz
buysse	ˈba͡ɪs
buza	ˈbjuzə
buzan	ˈbjuzn̩
buzard	bjuˈzɑ͡ɚd
buzbee	ˈbʌzˌbi
buzby	ˈbʌzbi
buzek	ˈbuzɛk
buzz	ˈbʌz
buzzah	bʌˈzɑ
buzzard	ˈbʌzɚd
buzzards	ˈbʌzɚdz
buzzed	ˈbʌzd
buzzell	bəˈzɛɫ
buzzelli	butˈsɛli
buzzer	ˈbʌzɚ
buzzes	ˈbʌzəz
buzzetta	bjuˈzɛɾə
buzzing	ˈbʌzɪŋ
buzzword	ˈbʌzwɚd
buzzwords	ˈbʌzwɚdz
buzzy	ˈbʌzi
by	ˈba͡ɪ
byam	ˈba͡ɪəm
byard	ˈbjɑ͡ɚd
byard	ˈba͡ɪɚd
byars	ˈba͡ɪɚz
byas	ˈba͡ɪəs
byassee	biˈɑsi
bybee	ˈba͡ɪˌbi
bye	ˈba͡ɪ
byebye	ˌba͡ɪˈba͡ɪ
byelorussia	ˌba͡ɪəloˈɹʌʃə
byelorussia	ˌbɛloˈɹʌʃə
byelorussia	ˌba͡ɪˌɛloˈɹʌʃə
byer	ˈba͡ɪɚ
byerlein	ˈba͡ɪɚˌla͡ɪn
byerley	ˈba͡ɪɚli
byerly	ˈba͡ɪɚli
byers	ˈba͡ɪɚz
byfield	ˈba͡ɪˌfiɫd
byford	ˈbɪfɚd
bygone	ˈba͡ɪˌgɑn
bygones	ˈba͡ɪˌgɑnz
byington	ˈba͡ɪɪŋtn̩
byker	ˈba͡ɪkɚ
bykowski	bɪˈkɑfski
byland	ˈba͡ɪln̩d
bylaw	ˈba͡ɪˌlɑ
bylaws	ˈba͡ɪˌlɑz
byler	ˈba͡ɪlɚ
byles	ˈba͡ɪɫz
byline	ˈba͡ɪˌla͡ɪn
bylines	ˈba͡ɪˌlinz
bylsma	ˈbɪɫsmə
bylund	ˈbɪln̩d
byner	ˈba͡ɪnɚ
bynes	ˈba͡ɪnz
bynoe	ˈbɪno
bynum	ˈbɪnm̩
bypass	ˈba͡ɪˌpæs
bypassed	ˈba͡ɪˌpæst
bypasses	ˈba͡ɪˌpæsəz
bypassing	ˈba͡ɪˌpæsɪŋ
byproduct	ˈba͡ɪpɹɑdəkt
byproducts	ˈba͡ɪpˌɹɑɾəkts
byram	ˈbɪɹm̩
byrd	ˈbɝd
byrer	ˈba͡ɪɹɚ
byrge	ˈba͡ɪɚʤ
byrle	ˈba͡ɪɹɫ̩
byrn	ˈbɪ͡ɚn
byrne	ˈbɝn
byrnes	ˈbɝnz
byrns	ˈbɪ͡ɚnz
byrom	ˈba͡ɪɹm̩
byron	ˈba͡ɪɹn̩
byrum	ˈbɪɹm̩
bystander	ˈba͡ɪsˌtændɚ
bystanders	ˈba͡ɪsˌtændɚz
bystrom	ˈbɪstɹm̩
byte	ˈba͡ɪt
bytes	ˈba͡ɪts
byu	ˈbiˈwa͡ɪju
byun	ˈbjʌn
byus	ˈba͡ɪəs
bywater	ˈba͡ɪˌwɑɾɚ
byway	ˈba͡ɪˌwe
byways	ˈba͡ɪˌwez
byword	ˈba͡ɪˌwɝd
byzantine	ˈbɪzn̩ˌta͡ɪn
byzantine	ˈbɪzn̩ˌtin
byzantium	bəˈzæntiəm
bzz	ˈbz
c	ˈsi
c'mon	kəˈmɑn
ca	ˈkʌ
ca	ˈsie
ca	ˈkɑ
caan	ˈkɑn
cab	ˈkæb
caba	ˈkɑbə
cabal	kəˈbɑɫ
caballero	ˌkæbəjˈjɛɹo
caban	ˈkebn̩
cabana	kəˈbænə
cabanas	kəˈbænəz
cabaniss	ˈkæbəˌnɪs
cabaret	ˌkæbəˈɹe
cabbage	ˈkæbəʤ
cabbages	ˈkæbəʤəz
cabbie	ˈkæbi
cabbies	ˈkæbiz
cabby	ˈkæbi
cabdriver	ˈkæbˌdɹa͡ɪvɚ
cabdrivers	ˈkæbˌdɹa͡ɪvɚz
cabe	ˈkeb
cabell	kɑˈbɛɫ
cabello	kəˈbɛlo
cabernet	ˌkæbɚˈne
cabernets	ˌkæbɚˈnɛts
cabernets	ˌkæbɚˈnez
cabey	ˈkebi
cabezas	kəˈbezəz
cabin	ˈkæbn̩
cabinda	kəˈbɪndə
cabiness	ˈkebinəs
cabinet	ˈkæbənət
cabinet	ˈkæbnət
cabinetry	ˈkæbnətɹi
cabinets	ˈkæbənəts
cabinets	ˈkæbnəts
cabins	ˈkæbn̩z
cable	ˈkebɫ̩
cablec	ˈkæblək
cablec	ˈkebɫ̩ˈsi
cablec	ˈkeblɛk
cablecomm	ˈkebɫ̩ˌkɑm
cablecomms	ˈkebɫ̩ˌkɑmz
cabled	ˈkebɫ̩d
cablegram	ˈkebɫ̩ˌgɹæm
cableone	ˈkebəˌɫwʌn
cabler	ˈkebəlɚ
cables	ˈkebɫ̩z
cablesystem	ˈkebɫ̩ˌsɪstm̩
cablesystems	ˈkebɫ̩ˌsɪstm̩z
cabletron	ˈkebɫ̩ˌtɹɑn
cablevision	ˈkebɫ̩ˌvɪʒn̩
cabo	kæˈbo
cabo	ˈsiˈeˈbio
cabok	ˈæbo
caboodle	kəˈbuɾɫ̩
caboose	kəˈbus
cabooses	kəˈbusəz
cabot	ˈkæbət
cabotage	ˈkæbətɪʤ
cabral	ˈkæbɹɫ̩
cabrales	kɑˈbɹɑlɛs
cabrall	kəˈbɹɑɫ
cabranes	kəˈbɹenz
cabrera	kɑˈbɹɛɹə
cabrini	kəˈbɹini
cabriolet	ˌkæbɹioˈle
cabriolet	ˌkæbɹioˈlɛt
cabs	ˈkæbz
cac	ˈkæk
cac	ˈsiˈesi
cacace	ˈkækəs
cacaci	kəˈkɑsi
cacao	kəˈkeo
caccamise	kɑˈkɑməs
caccamo	kɑˈkɑmo
caccavale	kɑkəˈvɑli
caccia	ˈkɑʧə
cacciatore	kɑʧəˈtɔɹi
cacciola	kɑkˈʧolə
caceres	kɑˈsɛɹɛs
cache	ˈkæʃ
cache	kæˈʃe
caches	ˈkæʃəz
caches	kæˈʃez
cachet	ˈkæʃe
cacho	ˈkæʧo
cacioppo	kɑˈʧopo
cacique	kəˈsik
cackle	ˈkækɫ̩
cackling	ˈkækəlɪŋ
cackling	ˈkæklɪŋ
cacld	ˈkækɫ̩d
cacld	ˈsiˈeˈsiɛɫˈdi
cacophony	kæˈkɑfəni
cacti	ˈkækta͡ɪ
cacti	ˈkækti
cactus	ˈkæktəs
cad	ˈkæd
cada	ˈkɑɾə
cadam	ˈkæɾm̩
cadaver	kəˈdævɚ
cadavers	kəˈdævɚz
cadbury	ˈkædˌbɛɹi
cadby	ˈkædbi
caddell	ˈkæɾɫ̩
cadden	ˈkæɾn̩
caddick	ˈkæɾɪk
caddies	ˈkæɾiz
caddock	ˈkæɾək
caddy	ˈkæɾi
caddyshack	ˈkæɾiˌʃæk
cade	ˈked
cadell	kɑˈdeɫ
cadena	kəˈdinə
cadence	ˈkeɾn̩s
cadences	ˈkeɾn̩səz
cadenhead	ˈkeɾn̩ˌhɛd
cadet	kəˈdɛt
cadets	kəˈdɛts
cadieux	ˈkæɾio
cadillac	ˈkæɾəˌlæk
cadillacs	ˈkæɾəˌlæks
cadiz	kəˈdiz
cadle	ˈkeɾɫ̩
cadman	ˈkædmn̩
cadmium	ˈkædmiəm
cadmus	ˈkædməs
cadnetix	ˌkædˈnɛɾɪks
cadogan	kɑdoˈgɑn
cadorette	ˈkæɾəɹɛt
cadotte	kəˈdɑt
cadre	ˈkædɹi
cadres	ˈkædɹiz
cadrone	kəˈdɹoni
cads	ˈkæds
cadwalader	ˌkædˈwɑlədɚ
cadwallader	ˌkædˈwɑlədɚ
cadwell	ˈkædˌwɛɫ
cady	ˈkeɾi
caen	ˈkæn
caen	ˈkɑn
caesar	ˈsizɚ
caesarea	ˌkesəˈɹiə
caesarean	ˈkesəˌɹin
caesareans	ˈkesəˌɹinz
caesars	ˈsizɚz
caetano	kəˈtɑno
cafarella	kɑfɑˈɹɛlə
cafarelli	kɑfɑˈɹɛli
cafaro	kɑˈfɑɹo
cafe	kəˈfe
cafe	kæˈfe
cafes	ˌkæˈfez
cafeteria	ˌkæfəˈtɪɹiə
cafeterias	ˌkæfəˈtɪɹiəz
cafetizer	ˈkæfəˌta͡ɪzɚ
caffee	ˈkæfi
caffeinate	ˈkæfəˌnet
caffeinated	ˈkæfəˌneɾəd
caffeine	kæˈfin
cafferty	ˈkæfɚti
caffery	ˈkæfəɹi
caffey	ˈkæfi
caffrey	ˈkæfɹi
cafiero	ˌkæfiˈɛɹo
cagan	ˈkegn̩
cage	ˈkeʤ
caged	ˈkeʤd
cages	ˈkeʤəz
cagey	ˈkeʤi
caggiano	kɑʤiˈɑno
cagle	ˈkegɫ̩
cagley	ˈkægli
cagliari	ˌkægliˈɑɹi
cagney	ˈkægni
caguas	ˈkɑgˌwɑs
cahalan	ˈkæhəln̩
cahall	ˈkæhɫ̩
cahan	ˈkæhn̩
cahasa	kəˈhɑsə
cahill	ˈkeˌhɪɫ
cahn	ˈkæn
cahners	ˈkɑnɚz
cahoon	kəˈhun
cahoot	kəˈhut
cahoots	kəˈhuts
cahora	kəˈhɔɹə
cahouet	kəˈhut
cai	ˈka͡ɪ
caiazzo	kɑjˈjɑzo
caicedo	kəˈʧeɾo
cail	ˈkeɫ
caillier	ˈkeliɚ
caillou	ˈka͡ɪju
caillouet	ˌkeˈlut
cain	ˈken
caine	ˈken
caines	ˈkenz
caiola	ˈka͡ɪolə
caire	ˈkɛ͡ɚ
cairnes	ˈkɛ͡ɚnz
cairns	ˈkɛ͡ɚnz
cairo	ˈka͡ɪɹo
caison	ˈkezn̩
caisse	ˈkes
caissie	ˈkesi
caitlin	ˈketˌlɪn
caito	ˈkeɾo
cajole	kəˈʤoɫ
cajoled	kəˈʤoɫd
cajoling	kəˈʤolɪŋ
cajun	ˈkeʤn̩
cajuns	ˈkeʤn̩z
cake	ˈkek
caked	ˈkekt
cakes	ˈkeks
cal	ˈkæɫ
cala	ˈkɑlə
calabasas	ˌkæləˈbɑsəs
calabrese	kɑlɑˈbɹezi
calabria	kəˈlæbɹiə
calabro	kəˈlæbɹo
caladiums	kəˈleɾiəmz
calaf	ˈkæləf
calahan	ˈkæləhæn
calais	kəˈle
calamander	ˈkæləˌmændɚ
calamari	kɑlɑˈmɑɹi
calamari	ˈkæləˌmɑɹi
calame	kɑˈlɑmi
calamia	kəˈlemiə
calamine	ˈkæləˌma͡ɪn
calamities	kəˈlæmətiz
calamitous	kəˈlæmətəs
calamity	kəˈlæməti
calan	ˈkeln̩
calandra	kəˈlændɹə
